id,order_id,user_id,inventory_item_id,sale_price,status,created_at_order_items,returned_at,shipped_at,delivered_at,first_name,last_name,email,age,city,state,country,zip,latitude,longitude,gender,created_at_users,traffic_source
7537,362437,460,15230,33.97999954223633,Complete,2021-08-11 19:03:20 UTC,,2021-08-14,2021-08-18,James,Lambert,wilsonrobin@johnson.net,72,Tucson,Arizona,USA,85704,42.42002321997997,-101.06668837128422,Female,2018-09-28 23:19:18 UTC,Facebook
6997,285376,460,14690,24.0,Complete,2020-09-09 08:02:15 UTC,,2020-09-13,2020-09-18,James,Lambert,wilsonrobin@johnson.net,72,Tucson,Arizona,USA,85704,42.42002321997997,-101.06668837128422,Female,2018-09-28 23:19:18 UTC,Facebook
5947,303042,460,13640,50.34999847412109,Complete,2020-05-10 18:03:19 UTC,,2020-05-13,2020-05-17,James,Lambert,wilsonrobin@johnson.net,72,Tucson,Arizona,USA,85704,42.42002321997997,-101.06668837128422,Female,2018-09-28 23:19:18 UTC,Facebook
2162,117790,460,9855,15.0,Complete,2019-03-18 04:31:51 UTC,,2019-03-20,2019-03-25,James,Lambert,wilsonrobin@johnson.net,72,Tucson,Arizona,USA,85704,42.42002321997997,-101.06668837128422,Female,2018-09-28 23:19:18 UTC,Facebook
504,99652,476,8197,15.0,Cancelled,2019-01-30 11:02:19 UTC,,,,Zachary,Carr,michaellarson@vega-marshall.com,44,Phoenix,Arizona,USA,85027,43.30612502550615,-102.21050021648269,Female,2018-05-08 03:00:38 UTC,Organic
510,57397,481,8203,45.950000762939446,Cancelled,2018-12-26 16:39:38 UTC,,,,Kelly,Martinez,laura66@gmail.com,59,Mesa,Arizona,USA,85213,43.4394301766812,-101.79577260482787,Female,2018-04-09 01:02:25 UTC,Email
2531,190182,481,10224,12.199999809265137,Complete,2018-10-16 23:33:17 UTC,,2018-10-20,2018-10-24,Kelly,Martinez,laura66@gmail.com,59,Mesa,Arizona,USA,85213,43.4394301766812,-101.79577260482787,Female,2018-04-09 01:02:25 UTC,Email
554,64394,527,8247,37.950000762939446,Cancelled,2018-03-15 07:08:07 UTC,,,,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
6905,372814,527,14598,10.0,Complete,2020-02-12 15:56:09 UTC,,2020-02-14,2020-02-19,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
5266,219142,527,12959,72.0,Complete,2019-08-02 07:32:03 UTC,,2019-08-03,2019-08-08,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
7164,369377,527,14857,25.0,Complete,2020-01-06 16:11:36 UTC,,2020-01-07,2020-01-12,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
2547,123171,527,10240,42.0,Complete,2018-09-19 08:05:57 UTC,,2018-09-22,2018-09-28,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
3559,217305,527,11252,68.0,Complete,2018-08-30 20:28:24 UTC,,2018-09-02,2018-09-05,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
3560,156428,527,11253,58.0,Complete,2019-03-07 06:32:57 UTC,,2019-03-12,2019-03-15,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
6284,335659,527,13977,6.070000171661377,Complete,2020-05-01 09:42:11 UTC,,2020-05-04,2020-05-08,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
6575,342034,527,14268,34.75,Complete,2020-01-14 04:35:59 UTC,,2020-01-15,2020-01-22,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
4687,263500,527,12380,9.949999809265137,Complete,2018-12-19 05:02:54 UTC,,2018-12-24,2018-12-29,Christopher,Howard,snowmichele@juarez-jones.net,22,Phoenix,Arizona,USA,85073,43.265660766316,-102.21409675645032,Male,2018-04-08 01:47:57 UTC,Email
670,64793,646,8363,68.0,Cancelled,2019-08-15 06:59:07 UTC,,,,Ashley,Gomez,jason57@torres-carr.info,51,Mesa,Arizona,USA,85213,43.433125443394445,-101.8406687341326,Male,2019-11-05 04:18:03 UTC,Organic
4708,227923,646,12401,26.940000534057617,Complete,2019-12-29 19:44:21 UTC,,2020-01-01,2020-01-09,Ashley,Gomez,jason57@torres-carr.info,51,Mesa,Arizona,USA,85213,43.433125443394445,-101.8406687341326,Male,2019-11-05 04:18:03 UTC,Organic
5552,308371,646,13245,28.840000152587887,Complete,2019-03-30 14:59:31 UTC,,2019-04-02,2019-04-07,Ashley,Gomez,jason57@torres-carr.info,51,Mesa,Arizona,USA,85213,43.433125443394445,-101.8406687341326,Male,2019-11-05 04:18:03 UTC,Organic
720,29207,694,8413,55.0,Cancelled,2019-04-24 22:15:25 UTC,,,,Carla,Parker,russellmarshall@gmail.com,24,Scottsdale,Arizona,USA,85256,43.52412538259159,-101.79861775304212,Female,2019-02-21 17:14:44 UTC,Search
3153,210914,694,10846,59.9900016784668,Complete,2018-10-30 05:13:07 UTC,,2018-11-01,2018-11-05,Carla,Parker,russellmarshall@gmail.com,24,Scottsdale,Arizona,USA,85256,43.52412538259159,-101.79861775304212,Female,2019-02-21 17:14:44 UTC,Search
4372,193194,694,12065,39.9900016784668,Complete,2019-01-27 06:54:42 UTC,,2019-01-29,2019-02-04,Carla,Parker,russellmarshall@gmail.com,24,Scottsdale,Arizona,USA,85256,43.52412538259159,-101.79861775304212,Female,2019-02-21 17:14:44 UTC,Search
5008,198571,694,12701,17.989999771118164,Complete,2019-04-13 06:15:56 UTC,,2019-04-18,2019-04-23,Carla,Parker,russellmarshall@gmail.com,24,Scottsdale,Arizona,USA,85256,43.52412538259159,-101.79861775304212,Female,2019-02-21 17:14:44 UTC,Search
5557,315587,694,13250,34.5,Complete,2020-06-22 23:43:10 UTC,,2020-06-25,2020-06-29,Carla,Parker,russellmarshall@gmail.com,24,Scottsdale,Arizona,USA,85256,43.52412538259159,-101.79861775304212,Female,2019-02-21 17:14:44 UTC,Search
5983,247895,694,13676,39.950000762939446,Complete,2020-04-20 16:35:29 UTC,,2020-04-25,2020-05-01,Carla,Parker,russellmarshall@gmail.com,24,Scottsdale,Arizona,USA,85256,43.52412538259159,-101.79861775304212,Female,2019-02-21 17:14:44 UTC,Search
798,39203,767,8491,3.799999952316284,Cancelled,2018-12-21 14:59:35 UTC,,,,Jenny,Brown,ukirk@gmail.com,68,Glendale,Arizona,USA,85301,43.27182155140689,-102.15322004137576,Male,2019-03-02 16:43:21 UTC,Organic
2630,173642,767,10323,25.0,Complete,2019-03-18 23:20:30 UTC,,2019-03-20,2019-03-25,Jenny,Brown,ukirk@gmail.com,68,Glendale,Arizona,USA,85301,43.27182155140689,-102.15322004137576,Male,2019-03-02 16:43:21 UTC,Organic
805,98348,773,8498,9.989999771118164,Cancelled,2019-01-08 17:27:51 UTC,,,,Marie,Chavez,colin07@hotmail.com,61,Coolidge,Arizona,USA,85228,42.90973765495866,-101.25470352835532,Female,2018-12-07 19:21:20 UTC,Organic
5778,277776,773,13471,11.9399995803833,Cancelled,2019-10-19 14:23:40 UTC,,,,Marie,Chavez,colin07@hotmail.com,61,Coolidge,Arizona,USA,85228,42.90973765495866,-101.25470352835532,Female,2018-12-07 19:21:20 UTC,Organic
2632,113498,773,10325,24.989999771118164,Complete,2019-12-20 22:49:03 UTC,,2019-12-22,2019-12-30,Marie,Chavez,colin07@hotmail.com,61,Coolidge,Arizona,USA,85228,42.90973765495866,-101.25470352835532,Female,2018-12-07 19:21:20 UTC,Organic
806,38385,774,8499,64.0,Cancelled,2018-11-30 23:35:53 UTC,,,,Joseph,Bell,michaelsmith@gmail.com,81,Goodyear,Arizona,USA,85338,43.27084889583803,-102.1894868491178,Female,2019-05-24 03:58:28 UTC,Organic
5567,273026,774,13260,29.940000534057617,Complete,2019-06-26 01:42:29 UTC,,2019-06-29,2019-07-03,Joseph,Bell,michaelsmith@gmail.com,81,Goodyear,Arizona,USA,85338,43.27084889583803,-102.1894868491178,Female,2019-05-24 03:58:28 UTC,Organic
7241,336123,774,14934,11.949999809265137,Complete,2021-05-08 06:59:56 UTC,,2021-05-11,2021-05-15,Joseph,Bell,michaelsmith@gmail.com,81,Goodyear,Arizona,USA,85338,43.27084889583803,-102.1894868491178,Female,2019-05-24 03:58:28 UTC,Organic
5991,280971,774,13684,39.9900016784668,Complete,2019-12-17 12:02:27 UTC,,2019-12-21,2019-12-26,Joseph,Bell,michaelsmith@gmail.com,81,Goodyear,Arizona,USA,85338,43.27084889583803,-102.1894868491178,Female,2019-05-24 03:58:28 UTC,Organic
2633,118303,774,10326,19.989999771118164,Complete,2019-09-30 21:03:06 UTC,,2019-10-04,2019-10-09,Joseph,Bell,michaelsmith@gmail.com,81,Goodyear,Arizona,USA,85338,43.27084889583803,-102.1894868491178,Female,2019-05-24 03:58:28 UTC,Organic
4392,198823,774,12085,29.950000762939453,Complete,2019-10-02 20:20:56 UTC,,2019-10-05,2019-10-08,Joseph,Bell,michaelsmith@gmail.com,81,Goodyear,Arizona,USA,85338,43.27084889583803,-102.1894868491178,Female,2019-05-24 03:58:28 UTC,Organic
6828,280116,774,14521,99.98999786376952,Complete,2020-04-14 17:30:39 UTC,,2020-04-17,2020-04-21,Joseph,Bell,michaelsmith@gmail.com,81,Goodyear,Arizona,USA,85338,43.27084889583803,-102.1894868491178,Female,2019-05-24 03:58:28 UTC,Organic
7014,281250,774,14707,25.0,Complete,2020-05-07 04:54:21 UTC,,2020-05-08,2020-05-12,Joseph,Bell,michaelsmith@gmail.com,81,Goodyear,Arizona,USA,85338,43.27084889583803,-102.1894868491178,Female,2019-05-24 03:58:28 UTC,Organic
917,86116,882,8610,25.479999542236328,Cancelled,2019-11-12 20:14:13 UTC,,,,Felicia,Robbins,michaelknapp@yahoo.com,71,Sahuarita,Arizona,USA,85629,41.93398978136897,-100.90324210962106,Male,2019-05-16 12:57:49 UTC,Search
3649,204160,882,11342,44.400001525878906,Cancelled,2020-04-05 14:07:38 UTC,,,,Felicia,Robbins,michaelknapp@yahoo.com,71,Sahuarita,Arizona,USA,85629,41.93398978136897,-100.90324210962106,Male,2019-05-16 12:57:49 UTC,Search
6333,288318,882,14026,13.340000152587892,Complete,2021-04-30 19:09:20 UTC,,2021-05-05,2021-05-10,Felicia,Robbins,michaelknapp@yahoo.com,71,Sahuarita,Arizona,USA,85629,41.93398978136897,-100.90324210962106,Male,2019-05-16 12:57:49 UTC,Search
6732,297132,882,14425,32.9900016784668,Complete,2020-06-07 13:13:27 UTC,,2020-06-11,2020-06-16,Felicia,Robbins,michaelknapp@yahoo.com,71,Sahuarita,Arizona,USA,85629,41.93398978136897,-100.90324210962106,Male,2019-05-16 12:57:49 UTC,Search
4058,176927,882,11751,25.989999771118164,Complete,2019-11-20 06:35:46 UTC,,2019-11-22,2019-11-28,Felicia,Robbins,michaelknapp@yahoo.com,71,Sahuarita,Arizona,USA,85629,41.93398978136897,-100.90324210962106,Male,2019-05-16 12:57:49 UTC,Search
7024,366186,882,14717,4.010000228881836,Complete,2020-06-13 06:58:45 UTC,,2020-06-14,2020-06-21,Felicia,Robbins,michaelknapp@yahoo.com,71,Sahuarita,Arizona,USA,85629,41.93398978136897,-100.90324210962106,Male,2019-05-16 12:57:49 UTC,Search
6014,299820,882,13707,57.9900016784668,Complete,2021-03-27 13:12:26 UTC,,2021-04-06,2021-04-10,Felicia,Robbins,michaelknapp@yahoo.com,71,Sahuarita,Arizona,USA,85629,41.93398978136897,-100.90324210962106,Male,2019-05-16 12:57:49 UTC,Search
923,105116,888,8616,39.9900016784668,Cancelled,2020-03-17 14:31:59 UTC,,,,Bruce,Simpson,huntbrandon@johnson.info,57,Peoria,Arizona,USA,85382,43.30998091262436,-102.17161245438692,Male,2020-04-22 18:39:14 UTC,Organic
6334,304955,888,14027,18.6200008392334,Complete,2020-10-11 21:52:58 UTC,,2020-10-17,2020-10-23,Bruce,Simpson,huntbrandon@johnson.info,57,Peoria,Arizona,USA,85382,43.30998091262436,-102.17161245438692,Male,2020-04-22 18:39:14 UTC,Organic
3198,135707,888,10891,31.989999771118164,Complete,2020-09-10 13:50:44 UTC,,2020-09-13,2020-09-17,Bruce,Simpson,huntbrandon@johnson.info,57,Peoria,Arizona,USA,85382,43.30998091262436,-102.17161245438692,Male,2020-04-22 18:39:14 UTC,Organic
4061,172751,888,11754,14.5,Complete,2020-06-02 12:59:31 UTC,,2020-06-05,2020-06-09,Bruce,Simpson,huntbrandon@johnson.info,57,Peoria,Arizona,USA,85382,43.30998091262436,-102.17161245438692,Male,2020-04-22 18:39:14 UTC,Organic
4754,284901,888,12447,45.0,Complete,2019-09-28 20:26:59 UTC,,2019-10-03,2019-10-10,Bruce,Simpson,huntbrandon@johnson.info,57,Peoria,Arizona,USA,85382,43.30998091262436,-102.17161245438692,Male,2020-04-22 18:39:14 UTC,Organic
5327,270526,888,13020,20.270000457763672,Complete,2019-12-20 09:07:57 UTC,,2019-12-24,2019-12-28,Bruce,Simpson,huntbrandon@johnson.info,57,Peoria,Arizona,USA,85382,43.30998091262436,-102.17161245438692,Male,2020-04-22 18:39:14 UTC,Organic
6015,250196,888,13708,59.950000762939446,Complete,2020-05-10 13:51:52 UTC,,2020-05-12,2020-05-16,Bruce,Simpson,huntbrandon@johnson.info,57,Peoria,Arizona,USA,85382,43.30998091262436,-102.17161245438692,Male,2020-04-22 18:39:14 UTC,Organic
2216,139011,888,9909,24.989999771118164,Complete,2020-07-16 04:31:42 UTC,,2020-07-18,2020-07-26,Bruce,Simpson,huntbrandon@johnson.info,57,Peoria,Arizona,USA,85382,43.30998091262436,-102.17161245438692,Male,2020-04-22 18:39:14 UTC,Organic
1038,113937,997,8731,11.989999771118164,Cancelled,2019-12-01 03:08:40 UTC,,,,Rebecca,Marks,ashley92@yahoo.com,69,Phoenix,Arizona,USA,85040,43.37932651434968,-102.06359308319732,Male,2019-12-07 17:10:04 UTC,Display
1077,85592,1035,8770,59.950000762939446,Cancelled,2019-10-30 03:25:26 UTC,,,,Janet,Giles,elizabethwaters@gmail.com,59,Phoenix,Arizona,USA,85037,43.26381574162485,-102.15653189397752,Male,2020-07-20 03:15:32 UTC,Search
1125,100228,1083,8818,35.189998626708984,Cancelled,2019-11-30 18:42:58 UTC,,,,Brian,Russell,tina46@smith-gross.com,48,Tucson,Arizona,USA,85724,42.21308244140047,-100.95065008185227,Male,2020-02-20 03:56:54 UTC,Facebook
1140,113384,1099,8833,25.0,Cancelled,2020-03-30 01:33:51 UTC,,,,Micheal,Rodriguez,becky33@hotmail.com,32,Phoenix,Arizona,USA,85007,43.27145194248661,-102.19326568975006,Male,2020-01-08 16:15:59 UTC,Organic
1280,106469,1238,8973,54.0,Cancelled,2020-05-10 03:29:09 UTC,,,,Melvin,Burton,louishendrix@gmail.com,54,Phoenix,Arizona,USA,85001,43.69876707674705,-102.33413352215116,Female,2020-05-19 00:32:15 UTC,Display
5850,246637,1238,13543,25.0,Complete,2021-12-07 05:26:21 UTC,,2021-12-10,2021-12-15,Melvin,Burton,louishendrix@gmail.com,54,Phoenix,Arizona,USA,85001,43.69876707674705,-102.33413352215116,Female,2020-05-19 00:32:15 UTC,Display
3733,239761,1238,11426,39.0,Complete,2020-06-03 21:23:04 UTC,,2020-06-05,2020-06-13,Melvin,Burton,louishendrix@gmail.com,54,Phoenix,Arizona,USA,85001,43.69876707674705,-102.33413352215116,Female,2020-05-19 00:32:15 UTC,Display
1312,60903,1268,9005,49.9900016784668,Cancelled,2020-03-30 23:56:23 UTC,,,,Cheryl,Koch,smcintyre@yahoo.com,54,Tempe,Arizona,USA,85283,43.36091554290134,-101.8810190241208,Male,2020-05-28 00:18:29 UTC,Organic
4809,289506,1268,12502,69.0,Complete,2021-06-15 11:11:31 UTC,,2021-06-20,2021-06-27,Cheryl,Koch,smcintyre@yahoo.com,54,Tempe,Arizona,USA,85283,43.36091554290134,-101.8810190241208,Male,2020-05-28 00:18:29 UTC,Organic
5393,290303,1268,13086,42.43999862670898,Complete,2020-10-07 10:31:12 UTC,,2020-10-08,2020-10-16,Cheryl,Koch,smcintyre@yahoo.com,54,Tempe,Arizona,USA,85283,43.36091554290134,-101.8810190241208,Male,2020-05-28 00:18:29 UTC,Organic
2271,162887,1268,9964,25.0,Complete,2020-04-29 22:26:08 UTC,,2020-05-01,2020-05-04,Cheryl,Koch,smcintyre@yahoo.com,54,Tempe,Arizona,USA,85283,43.36091554290134,-101.8810190241208,Male,2020-05-28 00:18:29 UTC,Organic
6215,341696,1268,13908,10.890000343322754,Complete,2021-08-14 17:06:10 UTC,,2021-08-17,2021-08-21,Cheryl,Koch,smcintyre@yahoo.com,54,Tempe,Arizona,USA,85283,43.36091554290134,-101.8810190241208,Male,2020-05-28 00:18:29 UTC,Organic
1381,80321,1334,9074,9.949999809265137,Cancelled,2021-01-22 00:35:08 UTC,,,,Janet,Dalton,harrelljared@hotmail.com,47,Phoenix,Arizona,USA,85077,43.26167667386768,-102.21041761970326,Male,2020-05-27 07:33:13 UTC,Email
1442,142395,1392,9135,60.0,Cancelled,2020-07-17 16:42:09 UTC,,,,Kimberly,Mcdonald,thomaskimberly@yahoo.com,29,Prescott,Arizona,USA,86303,44.498225367386205,-102.41107213794233,Female,2020-09-09 04:05:06 UTC,Organic
6224,325214,1392,13917,8.989999771118164,Complete,2020-12-03 09:53:28 UTC,,2020-12-04,2020-12-08,Kimberly,Mcdonald,thomaskimberly@yahoo.com,29,Prescott,Arizona,USA,86303,44.498225367386205,-102.41107213794233,Female,2020-09-09 04:05:06 UTC,Organic
