id,order_id,sale_price,status,created_at_order_items,returned_at,shipped_at,delivered_at,user_id,first_name,last_name,email,age,city,state,country,zip,latitude,longitude,gender,created_at_users,traffic_source
63,161641.0,64.80000305175781,Complete,2021-04-10 03:04:17 UTC,,2021-04-14,2021-04-19,3768,Julie,Gray,jesus14@white.net,47,Tucson,Arizona,USA,85706,42.12366685656604,-100.8977021828012,Female,2020-12-22 22:05:41 UTC,Facebook
64,315499.0,14.9399995803833,Complete,2021-03-18 11:16:12 UTC,,2021-03-22,2021-03-26,2494,Micheal,Tran,jeffrey48@cox-long.com,56,Tucson,Arizona,USA,85704,42.38286009383841,-101.07316146866305,Male,2019-01-02 07:06:43 UTC,Organic
66,233987.0,39.9900016784668,Complete,2021-07-13 17:29:42 UTC,,2020-05-22,2020-05-27,2999,Gregory,Williams,dianegood@hotmail.com,26,Sierra Vista,Arizona,USA,85671,41.89912835891856,-99.72668268792157,Male,2021-12-27 20:47:05 UTC,Facebook
68,23030.0,65.0,Complete,2018-07-28 17:27:09 UTC,,2018-07-29,2018-04-26,2633,Shawn,Montoya,lauren77@martinez.org,22,Tempe,Arizona,USA,85282,43.36565392344255,-101.85164228438292,Male,2020-05-07 19:29:20 UTC,Search
72,152018.0,39.9900016784668,Complete,2019-08-02 09:59:17 UTC,,2019-08-05,2019-08-10,2767,Stacey,Duran,lisacox@yahoo.com,28,Lake Havasu City,Arizona,USA,86406,44.78189640464008,-104.11321271284211,Male,2018-09-10 02:46:04 UTC,Email
73,72589.0,54.9900016784668,Complete,2020-06-22 00:02:32 UTC,,2020-06-25,2020-06-29,1554,Joseph,Carr,renee43@bryant-lewis.com,53,Paradise Valley,Arizona,USA,85253,43.368480812515806,-101.96630382373075,Female,2021-03-25 19:40:33 UTC,Organic
75,78557.0,25.989999771118164,Complete,2017-03-26 16:49:36 UTC,,2017-03-31,2017-04-05,565,David,Simpson,alison37@hotmail.com,26,Scottsdale,Arizona,USA,85256,43.50294035462507,-101.80889334841576,Female,2020-06-16 11:26:10 UTC,Organic
80,110370.0,59.9900016784668,Complete,2018-12-23 00:35:54 UTC,,2018-12-25,2019-01-03,1476,Ashley,Barnett,scott34@hines.biz,34,Phoenix,Arizona,USA,85012,43.27635920125263,-102.2204078933348,Male,2019-08-16 00:42:50 UTC,Search
81,309013.0,36.9900016784668,Complete,2019-08-02 20:51:23 UTC,,2019-08-05,2019-08-10,3666,Alyssa,Foster,jeffrey48@cox-long.com,61,Tucson,Arizona,USA,85716,43.350045567722,-100.90616911706218,Female,2019-01-07 09:55:14 UTC,Search
86,309388.0,22.96999931335449,Complete,2020-11-18 08:58:26 UTC,,2020-11-21,2020-11-28,453,Michelle,Walker,jacob15@gmail.com,26,Phoenix,Arizona,USA,85045,43.32011044456999,-102.099346772806,Female,2018-10-31 06:25:49 UTC,Facebook
89,360777.0,58.0,Complete,2019-10-02 22:57:54 UTC,,2019-10-05,2019-10-08,351,Philip,Hall,stephen81@hotmail.com,57,Avondale,Arizona,USA,85323,43.28331266138693,-102.19161177807112,Female,2017-08-22 12:22:27 UTC,Email
91,368481.0,27.989999771118164,Complete,2020-12-01 11:01:39 UTC,,2020-12-01,2020-12-09,386,Kristina,Johnson,omckenzie@gmail.com,84,Prescott Valley,Arizona,USA,86312,44.63725429419157,-102.2785531776982,Female,2021-03-24 19:19:06 UTC,Organic
92,320671.0,65.0,Complete,2019-09-29 07:25:21 UTC,,2019-10-03,2019-10-08,2376,Bruce,Harris,katrina17@yahoo.com,22,Peoria,Arizona,USA,85385,43.292151832170894,-102.16771757962889,Male,2020-01-11 18:00:54 UTC,Organic
93,260586.0,10.0,Complete,2019-11-23 14:26:33 UTC,,2019-11-26,2019-11-30,4281,Derrick,Dalton,lthomas@yahoo.com,22,Phoenix,Arizona,USA,85055,43.30880631659171,-102.17852916227493,Female,2020-02-07 13:12:43 UTC,Organic
95,224424.0,64.0,Complete,2017-04-26 03:29:08 UTC,,2017-04-27,2017-05-01,2275,Julie,Marquez,john14@gmail.com,47,Glendale,Arizona,USA,85304,43.24201623306629,-102.19597261246652,Male,2020-04-13 21:12:06 UTC,Facebook
96,77719.0,124.59999847412108,Complete,2021-09-17 16:47:19 UTC,,2021-09-22,2021-09-27,839,John,Pope,lovejason@osborn-tyler.biz,64,Tucson,Arizona,USA,85714,42.09302378524684,-100.96076147874211,Female,2020-12-09 15:57:29 UTC,Organic
97,265774.0,56.0,Complete,2020-06-28 17:04:52 UTC,,2020-07-04,2020-07-09,1195,Kathryn,Cervantes,richard53@yahoo.com,54,Surprise,Arizona,USA,85387,43.29365128848753,-102.15453117543744,Male,2020-10-23 15:55:00 UTC,Organic
98,147653.0,25.89999961853028,Complete,2021-02-26 11:32:58 UTC,,2021-03-01,2021-03-06,1443,Tracy,Harris,charleswhite@hotmail.com,53,Casa Grande,Arizona,USA,85222,43.301766276820125,-101.8187491097246,Female,2017-12-23 06:44:32 UTC,Facebook
104,88551.0,26.0,Complete,2020-06-03 03:43:21 UTC,,2020-06-05,2020-06-12,1889,Melissa,Harrison,amysullivan@wiggins.com,26,Gilbert,Arizona,USA,85234,43.2528723660496,-101.76271518517,Female,2018-10-20 13:30:36 UTC,Organic
105,259673.0,39.9900016784668,Complete,2018-06-07 03:09:28 UTC,,2018-06-09,2018-06-13,4292,Susan,Gibson,jerry86@rodriguez-peters.info,51,Chandler,Arizona,USA,85246,43.24083505532976,-102.16235939050118,Female,2020-11-08 04:15:42 UTC,Email
107,268103.0,45.0,Complete,2019-01-28 02:33:25 UTC,,2019-01-30,2019-02-03,2229,Pamela,Schmidt,ddixon@lawrence.com,24,Phoenix,Arizona,USA,85013,43.308862582990585,-102.1841912380886,Male,2020-06-22 10:00:57 UTC,Search
108,383621.0,75.11000061035155,Complete,2021-02-18 19:09:31 UTC,,2021-02-20,2021-02-23,2848,Madison,Garza,thomaselizabeth@gmail.com,24,Phoenix,Arizona,USA,85006,43.28729515678933,-102.22036999868108,Male,2017-09-26 00:24:33 UTC,Email
111,143584.0,289.9899978637696,Complete,2020-10-05 14:59:05 UTC,,2020-10-08,2020-10-12,1623,Maria,Watson,christopheravila@ramirez-murphy.biz,24,Phoenix,Arizona,USA,85048,43.30598844125945,-102.0888144824286,Female,2019-09-08 23:28:19 UTC,Organic
112,88011.0,25.0,Complete,2019-12-07 13:37:56 UTC,,2019-12-11,2019-12-16,2851,Amy,Jackson,kevinsullivan@smith-maddox.com,83,Florence,Arizona,USA,85232,42.97363815273149,-101.4287657778476,Female,2020-08-03 03:47:30 UTC,Facebook
115,140354.0,34.9900016784668,Complete,2017-02-14 11:44:57 UTC,,2017-02-15,2017-02-20,4151,Jasmine,Martin,tayloremily@yahoo.com,43,Phoenix,Arizona,USA,85006,43.24495660205341,-102.20836161579813,Female,2018-04-07 21:24:23 UTC,Facebook
123,203228.0,33.9900016784668,Complete,2021-10-11 23:49:53 UTC,,2021-10-18,2021-10-25,3424,Crystal,Taylor,fbriggs@yahoo.com,54,Flagstaff,Arizona,USA,86001,45.927544278972405,-101.63150731560798,Female,2021-05-03 22:04:56 UTC,Display
124,283343.0,59.950000762939446,Processing,2021-09-02 07:34:42 UTC,,,,3617,Savannah,Johnson,mrios@gmail.com,35,Tempe,Arizona,USA,85285,43.30393853263168,-101.7963340478601,Male,2019-03-19 22:32:26 UTC,Facebook
125,310697.0,5.989999771118164,Complete,2020-06-20 11:46:19 UTC,,2020-06-22,2020-06-26,3661,Michele,Cooley,oneillleonard@gilbert.com,24,Tucson,Arizona,USA,85752,41.943386268859015,-101.91053593129097,Female,2021-04-02 06:36:10 UTC,Search
126,202030.0,36.0,Complete,2019-08-23 12:29:54 UTC,,2019-08-30,2019-09-04,2516,Deborah,Dean,benjaminbenson@yahoo.com,22,Gilbert,Arizona,USA,85234,43.30129030905648,-101.78903120953352,Female,2019-08-21 07:50:40 UTC,Display
127,188597.0,39.9900016784668,Complete,2021-03-08 20:13:00 UTC,,2021-03-10,2021-03-15,14,Tiffany,Kelly,vhenry@yahoo.com,48,Phoenix,Arizona,USA,85018,43.46554904593158,-101.7145683040922,Female,2017-07-10 00:28:33 UTC,Organic
128,79577.0,36.0,Complete,2016-11-23 05:00:02 UTC,,2016-11-26,2016-12-01,4155,Jaime,Carney,clarsen@price.net,78,San Luis,Arizona,USA,85349,42.54503784795143,-104.7591259954306,Female,2018-07-03 10:48:30 UTC,Search
132,81191.0,95.0,Complete,2018-09-07 02:03:40 UTC,,2018-09-08,2018-09-13,823,Ray,Martin,jbean@walters.com,46,Phoenix,Arizona,USA,85053,43.275887424218645,-102.19641572829704,Female,2021-04-17 23:07:19 UTC,Search
134,140354.0,30.0,Complete,2019-10-03 07:31:37 UTC,,2017-02-15,2017-02-20,3577,Nancy,Gutierrez,matthewhamilton@hotmail.com,33,Lake Havasu City,Arizona,USA,86403,44.48416761823552,-104.31930387854342,Female,2017-09-19 04:01:58 UTC,Search
138,233272.0,46.0,Complete,2021-03-16 01:53:05 UTC,,2021-03-19,2021-03-24,1957,Jean,Williams,rpatterson@gmail.com,46,Mesa,Arizona,USA,85203,43.453120381742,-101.82318014400158,Male,2020-05-09 05:41:49 UTC,Facebook
139,282319.0,159.0,Complete,2020-12-30 19:35:22 UTC,,2021-01-01,2021-01-06,2048,Brenda,Jenkins,maria53@gmail.com,22,Phoenix,Arizona,USA,85067,43.30132249763307,-102.15312832059904,Male,2020-04-04 06:59:19 UTC,Facebook
142,294737.0,12.420000076293944,Complete,2020-08-08 02:02:54 UTC,,2020-08-12,2020-08-19,1193,Ethan,Jones,wwalton@gmail.com,24,Gilbert,Arizona,USA,85233,43.31174331679189,-101.81092943981676,Female,2018-12-10 18:14:30 UTC,Organic
145,51563.0,19.989999771118164,Complete,2017-09-23 04:20:12 UTC,,2017-09-28,2017-10-01,941,Michael,Jackson,jenniferrogers@solomon-mcgee.biz,26,Surprise,Arizona,USA,85387,43.306943246512496,-102.21942050312956,Female,2020-04-13 15:28:35 UTC,Facebook
148,248034.0,25.0,Complete,2019-01-23 11:01:57 UTC,,2019-01-27,2019-02-01,2241,Tracey,King,katherine29@gmail.com,52,Tempe,Arizona,USA,85282,43.37403567453061,-101.90778754932316,Female,2017-06-04 03:36:49 UTC,Search
150,97974.0,75.0,Complete,2018-04-06 19:51:26 UTC,,2018-04-08,2018-05-04,1478,Brendan,White,kferrell@kane.com,47,Tucson,Arizona,USA,85739,42.43553162284388,-100.86543700014523,Male,2019-02-11 22:05:31 UTC,Organic
153,179352.0,54.9900016784668,Complete,2018-04-14 09:21:40 UTC,,2018-04-16,2018-04-20,3254,Marvin,Brown,manuelmiller@hotmail.com,22,Gilbert,Arizona,USA,85234,43.36910652166456,-101.78245426291856,Male,2019-08-21 09:35:52 UTC,Facebook
157,380359.0,46.95000076293945,Complete,2019-06-25 08:15:19 UTC,,2019-06-28,2019-07-01,2690,Taylor,Brown,ifrey@molina-page.com,33,Mesa,Arizona,USA,85201,43.43843229574608,-101.8267085474214,Female,2020-03-11 09:49:45 UTC,Search
161,111299.0,36.9900016784668,Complete,2019-05-08 12:31:22 UTC,,2019-05-13,2019-05-20,4384,Lisa,Garcia,kristin62@wilkinson.org,56,Phoenix,Arizona,USA,85061,43.27633648660462,-102.21048532396009,Female,2018-12-11 18:18:40 UTC,Facebook
162,210704.0,98.08000183105467,Complete,2019-11-27 07:56:52 UTC,,2019-11-29,2019-12-03,980,Tiffany,Carroll,ddixon@lawrence.com,26,Phoenix,Arizona,USA,85004,43.437130374888646,-101.94025498786128,Male,2020-06-27 23:07:19 UTC,Search
163,313000.0,53.0,Complete,2020-09-07 20:33:16 UTC,,2020-09-10,2020-09-15,981,Juan,Benson,adamcampbell@hotmail.com,24,Phoenix,Arizona,USA,85060,43.261788872592106,-102.21661300765092,Male,2020-06-23 23:14:47 UTC,Display
165,318736.0,22.0,Complete,2017-02-04 02:10:07 UTC,,2017-02-06,2017-02-11,1996,Desiree,Benitez,swilson@todd.com,24,Apache Junction,Arizona,USA,85219,43.3653644517562,-101.26408305796387,Male,2016-09-10 20:59:25 UTC,Search
168,126267.0,15.979999542236328,Complete,2020-02-10 12:39:38 UTC,,2020-02-12,2020-02-21,1948,Lisa,Hall,monroejustin@yahoo.com,64,Tempe,Arizona,USA,85287,43.28295397413584,-102.1898000765222,Male,2018-10-31 19:56:17 UTC,Search
169,207547.0,15.989999771118164,Complete,2020-03-15 11:45:26 UTC,,2020-03-18,2020-03-22,2277,Mary,Lee,ddixon@lawrence.com,52,Phoenix,Arizona,USA,85004,43.275266630348966,-102.16925466847952,Male,2020-06-22 10:00:57 UTC,Organic
170,349099.0,75.11000061035155,Complete,2021-06-11 12:32:03 UTC,,2021-06-15,2021-06-19,1400,Daniel,Cooke,josenguyen@yahoo.com,64,Yuma,Arizona,USA,85364,42.6287688661392,-104.62454289706132,Female,2020-09-04 02:28:33 UTC,Search
172,140642.0,11.899999618530272,Complete,2017-12-28 14:05:49 UTC,,2017-12-30,2018-01-04,2279,Jessica,Jenkins,carlossmith@gmail.com,46,Phoenix,Arizona,USA,85067,43.30132249763307,-102.15312832059904,Female,2020-06-19 13:31:16 UTC,Display
178,240052.0,56.5,Complete,2019-07-05 12:53:04 UTC,,2019-07-06,2019-07-10,888,Jean,Anderson,brandon97@hansen.biz,82,Tempe,Arizona,USA,85287,43.45928973955551,-101.96161526566802,Male,2020-05-29 05:34:35 UTC,Organic
179,200301.0,19.989999771118164,Complete,2020-06-05 00:21:32 UTC,,2020-06-11,2020-06-16,585,Ashley,Gibson,whamilton@yahoo.com,48,Tucson,Arizona,USA,85741,42.31784126426247,-101.05597208744634,Male,2018-08-29 04:17:48 UTC,Search
180,106004.0,38.9900016784668,Complete,2018-11-23 00:03:09 UTC,,2018-11-27,2018-12-03,2310,Jessica,Jenkins,qlambert@gmail.com,26,Phoenix,Arizona,USA,85067,43.30132249763307,-102.15312832059904,Male,2021-05-18 22:56:58 UTC,Email
181,275022.0,39.9900016784668,Returned,2020-06-14 12:22:47 UTC,2019-06-07 17:42:48 UTC,2019-06-08,2019-06-11,2940,Kristina,Roberts,kristen74@patel.com,57,Sedona,Arizona,USA,86340,44.736752761452735,-102.4235873212356,Female,2019-01-29 19:26:45 UTC,Organic
185,233280.0,10.890000343322754,Complete,2018-03-09 00:39:04 UTC,,2018-03-09,2018-03-14,1758,Jeffrey,Olson,samanthamurphy@rogers.net,47,Phoenix,Arizona,USA,85045,43.30112455664434,-102.10711966831276,Female,2021-07-21 21:33:18 UTC,Search
188,172877.0,45.0,Complete,2020-04-29 18:32:40 UTC,,2020-05-03,2020-05-08,4204,Danielle,Bailey,jenniferstokes@walsh-chen.com,111,Tucson,Arizona,USA,85735,42.473187022104455,-100.99840237387252,Female,2020-12-06 01:07:41 UTC,Organic
198,216324.0,25.0,Complete,2021-02-10 02:27:02 UTC,,2021-02-12,2021-02-16,2910,Sandra,Young,ykim@wilson.com,48,Phoenix,Arizona,USA,85001,43.73658828852271,-102.37943456026204,Female,2019-06-25 09:12:29 UTC,Organic
204,324786.0,12.989999771118164,Complete,2018-08-26 21:48:56 UTC,,2018-08-29,2018-09-04,2764,Madison,Foley,fhall@yahoo.com,94,Phoenix,Arizona,USA,85080,43.24428077871255,-102.2184661513071,Male,2017-12-30 06:02:10 UTC,Organic
205,88559.0,58.0,Complete,2020-04-28 11:24:32 UTC,,2020-05-04,2020-05-11,1533,Kimberly,Morrow,ujennings@rich.info,26,Phoenix,Arizona,USA,85035,43.24179049458109,-102.17302323926324,Female,2020-06-11 19:12:14 UTC,Facebook
223,134171.0,68.0,Complete,2017-11-22 19:32:52 UTC,,2017-10-26,2017-06-02,3814,Olivia,Davenport,amonroe@yahoo.com,22,Yuma,Arizona,USA,85365,42.67543390359552,-104.48238007316245,Female,2021-11-09 16:26:45 UTC,Facebook
228,286857.0,34.9900016784668,Complete,2020-04-13 11:46:19 UTC,,2020-04-16,2020-04-20,1693,John,Nixon,tylerlopez@ross-gonzalez.com,56,Chandler,Arizona,USA,85244,43.34012637222147,-101.86050978689032,Female,2019-12-19 03:19:21 UTC,Search
231,214620.0,60.0,Complete,2020-04-18 01:26:05 UTC,,2020-04-22,2020-04-27,3692,Kerry,White,john39@gmail.com,26,Goodyear,Arizona,USA,85338,43.270822129806994,-102.18244318852273,Female,2020-07-21 03:52:15 UTC,Display
235,217320.0,6.989999771118164,Complete,2020-10-21 01:04:51 UTC,,2020-10-23,2020-10-27,2692,David,Golden,martinlarry@hotmail.com,94,Phoenix,Arizona,USA,85004,43.258617513510366,-102.20918720363385,Female,2016-12-14 11:46:52 UTC,Search
236,195290.0,27.989999771118164,Cancelled,2018-04-03 12:40:34 UTC,,2018-04-05,2018-04-10,2381,Jennifer,Brown,joseph11@gmail.com,47,Scottsdale,Arizona,USA,85261,43.312073921981245,-102.21635909054189,Female,2021-05-01 03:49:17 UTC,Search
241,194695.0,54.0,Complete,2017-08-14 06:00:49 UTC,,2017-08-19,2017-08-22,1263,Molly,Colon,james05@hotmail.com,32,Phoenix,Arizona,USA,85020,43.312203676967066,-102.17865184132653,Female,2021-01-27 20:03:15 UTC,Email
249,132801.0,44.9900016784668,Complete,2021-07-06 12:19:06 UTC,,2021-07-08,2021-07-11,601,Carla,Wilson,kmoore@hotmail.com,22,Phoenix,Arizona,USA,85009,43.47630244545629,-102.00021241444144,Female,2020-11-04 06:44:32 UTC,Facebook
259,359778.0,30.090000152587887,Complete,2020-06-28 19:04:52 UTC,,2020-07-02,2020-08-24,3483,Joshua,Prince,jblake@hotmail.com,52,Buckeye,Arizona,USA,85326,43.2803015051051,-102.19307572052556,Female,2020-11-29 13:08:34 UTC,Organic
260,127415.0,119.9499969482422,Returned,2019-11-24 00:49:58 UTC,,2019-11-28,2019-12-01,462,Heidi,Grimes,ifrey@mendoza.biz,22,Mesa,Arizona,USA,85206,43.40930981560606,-101.68244956328368,Female,2020-10-15 23:30:00 UTC,Email
263,130782.0,58.0,Complete,2020-01-27 09:13:48 UTC,,2020-01-28,2020-02-01,3333,Jeffrey,Robinson,umoss@stark.com,26,Scottsdale,Arizona,USA,85258,43.426405062174425,-101.84869811276204,Male,2020-03-28 23:45:14 UTC,Email
266,239177.0,47.06999969482422,Complete,2018-07-20 20:46:14 UTC,,2018-07-22,2018-07-30,801,Madison,Griffin,ashleyross@hotmail.com,24,Gilbert,Arizona,USA,85296,43.30228962996514,-101.72048871535172,Female,2020-05-09 08:10:26 UTC,Search
270,303676.0,26.989999771118164,Complete,2019-04-27 09:48:45 UTC,,2019-04-30,2019-05-04,64,Sarah,Bailey,jfowler@patterson-williamson.com,36,Tucson,Arizona,USA,85735,42.473187022104455,-100.99840237387252,Male,2021-03-04 03:05:44 UTC,Facebook
278,178855.0,20.0,Complete,2020-02-14 16:47:52 UTC,,2020-02-17,2020-02-23,2750,James,Smith,gwhite@frye-zamora.com,24,Gilbert,Arizona,USA,85233,43.34683036586909,-101.78327808674396,Male,2021-04-22 00:43:32 UTC,Display
282,220854.0,46.0,Complete,2020-12-30 19:38:51 UTC,,2021-01-01,2021-01-05,233,Jonathan,Cruz,robertsonjennifer@yahoo.com,53,Goodyear,Arizona,USA,85338,43.27823174794843,-102.1870284674132,Female,2018-10-15 16:26:22 UTC,Facebook
283,221161.0,42.0,Complete,2020-08-20 11:01:39 UTC,,2020-08-23,2020-08-27,2001,Christopher,Chung,michelestrickland@shepard.com,47,Chandler,Arizona,USA,85249,43.24547785307821,-101.77429414773744,Female,2020-05-23 23:47:43 UTC,Organic
285,371813.0,12.0,Complete,2019-08-16 03:34:38 UTC,,2019-08-19,2019-08-23,3040,Edward,Marshall,xhensley@yahoo.com,24,Yuma,Arizona,USA,85369,42.7346918812417,-104.09480928668496,Female,2018-09-13 21:40:27 UTC,Organic
286,223184.0,42.0,Complete,2019-02-16 15:43:38 UTC,,2019-07-10,2019-07-15,2153,Harry,West,hughesryan@yahoo.com,67,Glendale,Arizona,USA,85313,43.24436948121871,-102.20256037076182,Female,2018-08-29 13:24:13 UTC,Facebook
287,88763.0,97.0,Complete,2020-01-04 17:51:44 UTC,,2020-01-07,2020-01-15,1995,Jasmine,Reynolds,carolbarrera@gmail.com,72,Chandler,Arizona,USA,85249,43.2201297821185,-101.77164598640132,Female,2020-01-24 20:08:11 UTC,Facebook
289,241621.0,68.0,Complete,2019-03-18 05:31:42 UTC,,2019-03-22,2019-03-28,1001,Katherine,Holland,brittany15@gmail.com,22,Flagstaff,Arizona,USA,86004,45.63156941492847,-101.3580313980406,Male,2021-03-16 07:36:30 UTC,Email
290,310458.0,14.5,Complete,2020-01-31 20:18:40 UTC,,2020-02-03,2020-02-07,2509,Darryl,Robertson,lopezjoshua@allen.net,36,Phoenix,Arizona,USA,85046,43.26354710140125,-102.18581935077712,Female,2019-07-26 02:12:06 UTC,Search
291,114577.0,25.0,Complete,2020-04-15 10:06:07 UTC,,2020-04-16,2020-04-19,2746,Brenda,Porter,patty46@moore.com,22,Flagstaff,Arizona,USA,86004,42.369119725178685,-101.05583191662,Male,2017-10-10 10:59:57 UTC,Organic
292,222494.0,11.989999771118164,Complete,2021-05-17 07:27:15 UTC,,2021-05-19,2021-05-23,19,Madison,Foley,melinda04@yahoo.com,94,Phoenix,Arizona,USA,85080,43.24428077871255,-102.2184661513071,Female,2019-04-01 20:10:12 UTC,Organic
297,74416.0,29.989999771118164,Complete,2020-06-05 20:01:09 UTC,,2020-06-08,2020-06-12,3484,Andrew,Allen,miguel20@yahoo.com,62,Tucson,Arizona,USA,85752,41.94168785111776,-101.90592918587892,Male,2018-09-15 02:11:26 UTC,Organic
299,136300.0,26.0,Complete,2018-02-10 14:25:07 UTC,,2018-02-11,2018-02-16,1736,Justin,Dunn,sarah96@james.com,24,Chandler,Arizona,USA,85248,43.23260081016584,-101.8480631151274,Female,2018-08-09 02:35:41 UTC,Search
305,107916.0,8.989999771118164,Complete,2019-07-24 18:00:07 UTC,,2019-07-30,2019-08-03,2725,Nicholas,Morgan,stephenhernandez@hotmail.com,78,Sahuarita,Arizona,USA,85629,41.94154444447131,-100.88916331250964,Male,2017-08-22 12:22:27 UTC,Organic
306,207348.0,46.0,Complete,2020-01-24 13:58:52 UTC,,2020-01-28,2020-02-01,643,Kathleen,Hayes,hamiltonmichael@gmail.com,24,Scottsdale,Arizona,USA,85267,43.290785111538455,-102.15729121431966,Female,2017-07-16 23:48:32 UTC,Display
315,192760.0,75.11000061035155,Complete,2018-09-16 10:18:03 UTC,,2018-09-18,2018-09-24,2504,Kevin,Martinez,andersonjennifer@yahoo.com,26,Flagstaff,Arizona,USA,86011,45.6247374473226,-102.05567255920388,Male,2018-12-10 18:14:30 UTC,Organic
318,184853.0,69.9800033569336,Complete,2020-12-25 05:56:29 UTC,,2020-12-27,2021-01-01,821,Megan,Johnson,ericcisneros@hotmail.com,54,Phoenix,Arizona,USA,85069,43.27346431679083,-102.19649550694064,Male,2019-08-21 15:09:07 UTC,Search
320,165070.0,15.899999618530272,Complete,2020-11-11 06:43:50 UTC,,2020-11-12,2020-11-21,3993,Heidi,Waller,murphyevan@yahoo.com,77,Phoenix,Arizona,USA,85024,43.26708549954107,-102.1679950977824,Female,2020-05-27 01:39:05 UTC,Organic
